id,Type,Title,Country,Data Added,Release Year,Rating,Genre
3436,Movie,Shelter,United States,12/29/2017,2010.0,R,"Horror Movies, Thrillers"
3437,Movie,Christopher Robin,United States,3/5/2019,2018.0,PG,"Children & Family Movies, Comedies, Dramas"
3438,Movie,Friday the 13th,United States,1/1/2020,2009.0,R,Horror Movies
3439,Movie,Lynne Koplitz: Hormonal Beast,United States,8/22/2017,2017.0,TV-MA,Stand-Up Comedy
3440,Movie,Ryan Hamilton: Happy Face,United States,8/29/2017,2017.0,TV-14,Stand-Up Comedy
3441,Movie,DeRay Davis: How to Act Black,United States,11/14/2017,2017.0,TV-MA,Stand-Up Comedy
3442,Movie,Judd Apatow: The Return,United States,12/12/2017,2017.0,TV-MA,Stand-Up Comedy
3443,Movie,Marlon Wayans: Woke-ish,United States,2/27/2018,2018.0,TV-MA,Stand-Up Comedy
3444,Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,United States,5/25/2018,2018.0,TV-14,Stand-Up Comedy
3445,Movie,Katt Williams: Kattpacalypse,United States,7/3/2018,2012.0,NR,Stand-Up Comedy
3446,Movie,Anthony Jeselnik: Fire in the Maternity Ward,United States,4/30/2019,2019.0,TV-MA,Stand-Up Comedy
3447,Movie,Miranda Sings Live…Your Welcome,United States,6/4/2019,2019.0,TV-14,Stand-Up Comedy
3448,Movie,A Sort of Homecoming,United States,8/1/2017,2015.0,TV-PG,"Dramas, Independent Movies"
3449,Movie,Bitch,United States,3/11/2018,2017.0,R,"Comedies, Dramas, Independent Movies"
3450,Movie,Water & Power: A California Heist,United States,2/1/2018,2017.0,PG,Documentaries
3451,Movie,The Gentleman Driver,United States,1/31/2019,2018.0,TV-MA,"Documentaries, Sports Movies"
3452,Movie,USS Indianapolis: Men of Courage,United States,9/25/2019,2016.0,R,Action & Adventure
3453,TV Show,Once Upon a Time,United States,9/6/2018,2018.0,TV-PG,"TV Dramas, TV Sci-Fi & Fantasy"
3454,Movie,6 Balloons,United States,4/6/2018,2018.0,TV-MA,"Dramas, Independent Movies"
3455,Movie,The Heyday of the Insensitive Bastards,United States,2/26/2018,2017.0,TV-MA,"Dramas, Independent Movies"
3456,Movie,Time Trap,United States,9/13/2019,2018.0,TV-14,"Action & Adventure, Sci-Fi & Fantasy"
3457,Movie,Black & Privileged: Volume 1,United States,7/12/2019,2019.0,TV-MA,Dramas
3458,Movie,Gone are the Days,United States,1/1/2019,2018.0,R,Independent Movies
3459,Movie,Oprah Presents When They See Us Now,United States,6/13/2019,2019.0,TV-14,Documentaries
3460,Movie,The Spiderwick Chronicles,United States,3/1/2019,2008.0,PG,Children & Family Movies
3461,Movie,American Experience: The Island Murder,United States,5/1/2019,2018.0,TV-14,Documentaries
3462,Movie,To the Bone,United States,7/14/2017,2017.0,TV-MA,"Dramas, Independent Movies"
3463,Movie,NOVA: Building Chernobyl's MegaTomb,United States,7/1/2019,2017.0,TV-PG,Documentaries
3464,Movie,NOVA: Eclipse Over America,United States,7/1/2019,2017.0,TV-G,Documentaries
3465,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,United States,6/12/2019,2019.0,TV-MA,"Documentaries, Music & Musicals"
3466,Movie,Alice Doesn't Live Here Anymore,United States,7/1/2019,1974.0,PG,"Classic Movies, Comedies, Dramas"
3467,Movie,Mean Streets,United States,7/1/2019,1973.0,R,"Classic Movies, Dramas, Independent Movies"
3468,Movie,Taxi Driver,United States,7/1/2019,1976.0,R,"Classic Movies, Dramas, Thrillers"
3469,Movie,Who's That Knocking at My Door?,United States,7/1/2019,1967.0,R,"Classic Movies, Dramas, Independent Movies"
3470,Movie,Raging Bull,United States,10/1/2019,1980.0,R,"Classic Movies, Dramas, Sports Movies"
3471,Movie,The Irishman,United States,11/27/2019,2019.0,R,Dramas
3472,Movie,The Departed,United States,12/1/2019,2006.0,R,"Dramas, Thrillers"
3473,Movie,The Outsider,United States,3/9/2018,2018.0,TV-MA,"Dramas, Thrillers"
3474,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,United States,1/30/2018,1998.0,TV-G,Stand-Up Comedy
3475,Movie,The Open House,United States,1/19/2018,2018.0,TV-MA,"Horror Movies, Thrillers"
3476,Movie,Minimalism: A Documentary About the Important Things,United States,11/4/2019,2016.0,TV-14,Documentaries
3477,Movie,Hurricane Bianca: From Russia With Hate,United States,8/15/2018,2018.0,TV-MA,"Comedies, Independent Movies, LGBTQ Movies"
3478,Movie,Cloverfield,United States,1/1/2020,2008.0,PG-13,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
3479,Movie,Cut Bank,United States,12/1/2019,2014.0,R,"Dramas, Thrillers"
3480,Movie,Face 2 Face,United States,1/15/2018,2017.0,TV-MA,"Dramas, Independent Movies"
3481,Movie,Studio 54,United States,2/16/2019,2018.0,TV-MA,Documentaries
3482,Movie,Survivors Guide to Prison,United States,5/24/2018,2017.0,TV-MA,Documentaries
3483,Movie,SGT. Will Gardner,United States,5/19/2019,2019.0,TV-MA,Dramas
3484,Movie,The Polka King,United States,1/12/2018,2018.0,TV-14,"Comedies, Independent Movies"
3485,Movie,The Babysitter,United States,10/13/2017,2017.0,TV-MA,"Comedies, Horror Movies"
3486,Movie,Rim of the World,United States,5/24/2019,2019.0,TV-14,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
3487,Movie,Charlie's Angels: Full Throttle,United States,10/1/2019,2003.0,PG-13,"Action & Adventure, Comedies"
3488,Movie,100 Years: One Woman's Fight for Justice,United States,3/20/2018,2016.0,TV-14,Documentaries
3489,Movie,Holly Star,United States,11/1/2019,2018.0,PG,"Children & Family Movies, Comedies, Romantic Movies"
3490,Movie,Logan's Run,United States,11/1/2019,1976.0,PG,"Action & Adventure, Classic Movies, Cult Movies"
3491,Movie,Bad Boys,United States,10/1/2019,1995.0,R,"Action & Adventure, Comedies"
3492,Movie,Bad Boys II,United States,10/1/2019,2003.0,R,"Action & Adventure, Comedies"
3493,Movie,6 Underground,United States,12/13/2019,2019.0,R,"Action & Adventure, Dramas"
3494,Movie,Zach Galifianakis: Live at the Purple Onion,United States,2/26/2019,2006.0,TV-MA,Stand-Up Comedy
3495,Movie,Jerry Before Seinfeld,United States,9/19/2017,2017.0,TV-14,Stand-Up Comedy
3496,Movie,The Christmas Project,United States,3/1/2019,2016.0,TV-PG,"Children & Family Movies, Comedies"
3497,Movie,Same Kind of Different as Me,United States,8/17/2018,2017.0,PG-13,"Dramas, Faith & Spirituality"
3498,Movie,Only Mine,United States,1/15/2019,2018.0,TV-14,Thrillers
3499,Movie,Kill the Messenger,United States,12/16/2018,2014.0,R,"Dramas, Thrillers"
3500,Movie,LEGO Marvel Super Heroes: Black Panther,United States,2/1/2019,2018.0,TV-Y7-FV,Children & Family Movies
3501,Movie,Brampton's Own,United States,4/19/2019,2018.0,TV-MA,"Dramas, Romantic Movies, Sports Movies"
3502,Movie,Deviant Love,United States,9/13/2019,2019.0,TV-14,Thrillers
3503,Movie,The Hatred,United States,12/11/2017,2017.0,R,Horror Movies
3504,Movie,Inside Man: Most Wanted,United States,9/24/2019,2019.0,R,Action & Adventure
3505,Movie,"Oh, Hello On Broadway",United States,6/13/2017,2017.0,TV-MA,Stand-Up Comedy
3506,Movie,Christmas Break-In,United States,11/1/2019,2019.0,TV-PG,"Children & Family Movies, Comedies"
3507,Movie,Roxanne Roxanne,United States,3/23/2018,2018.0,TV-MA,Dramas
3508,Movie,God's Not Dead: A Light in Darkness,United States,12/4/2018,2018.0,PG,"Dramas, Faith & Spirituality"
3509,Movie,Mortified Nation,United States,2/1/2018,2013.0,NR,Documentaries
3510,Movie,Unacknowledged,United States,8/21/2017,2017.0,TV-MA,Documentaries
3511,Movie,Harith Iskander: I Told You So,United States,1/19/2018,2018.0,TV-PG,Stand-Up Comedy
3512,Movie,"Ray Romano: Right Here, Around the Corner",United States,2/5/2019,2019.0,TV-MA,Stand-Up Comedy
3513,Movie,Jeff Dunham: Relative Disaster,United States,9/12/2017,2017.0,TV-MA,Stand-Up Comedy
3514,Movie,Gad Elmaleh: American Dream,United States,3/6/2018,2018.0,TV-14,Stand-Up Comedy
3515,Movie,Jeff Dunham's Very Special Christmas Special,United States,3/15/2019,2008.0,TV-MA,Stand-Up Comedy
3516,Movie,Jeff Dunham: Unhinged in Hollywood,United States,1/1/2020,2015.0,TV-MA,Stand-Up Comedy
3517,Movie,Jeff Dunham: Controlled Chaos,United States,3/15/2019,2011.0,TV-MA,Stand-Up Comedy
3518,Movie,Emelie,United States,8/2/2018,2016.0,TV-MA,"Horror Movies, Thrillers"
3519,Movie,Naked,United States,8/11/2017,2017.0,TV-14,"Comedies, Romantic Movies"
3520,Movie,Sextuplets,United States,8/16/2019,2019.0,TV-14,Comedies
3521,Movie,Exit Strategy,United States,3/3/2019,2012.0,NR,"Comedies, Romantic Movies"
3522,Movie,Malicious,United States,2/1/2019,2018.0,TV-MA,Horror Movies
3523,Movie,Cristina,United States,7/4/2019,2016.0,NR,Documentaries
3524,Movie,Steal a Pencil for Me,United States,9/15/2019,2006.0,TV-14,Documentaries
3525,Movie,A Cinderella Story: Christmas Wish,United States,12/1/2019,2019.0,PG,"Children & Family Movies, Comedies, Music & Musicals"
3526,Movie,The Haunting of Molly Hartley,United States,10/4/2018,2008.0,PG-13,"Horror Movies, Thrillers"
3527,Movie,Duck Butter,United States,7/1/2018,2018.0,TV-MA,"Dramas, Independent Movies, LGBTQ Movies"
3528,Movie,Hoodwinked Too! Hood vs. Evil,United States,11/3/2018,2011.0,PG,"Children & Family Movies, Comedies"
3529,Movie,Monster High: Ghouls Rule,United States,3/1/2018,2012.0,TV-Y7,Children & Family Movies
3530,Movie,Gerald's Game,United States,9/29/2017,2017.0,TV-MA,"Horror Movies, Thrillers"
3531,Movie,Before I Wake,United States,1/5/2018,2016.0,PG-13,"Horror Movies, Thrillers"
3532,Movie,Set Up,United States,1/10/2020,2011.0,R,Action & Adventure
3533,Movie,Beavis and Butt-head Do America,United States,11/20/2019,1996.0,PG-13,"Comedies, Cult Movies"
3534,Movie,20th Century Women,United States,6/28/2019,2016.0,R,"Dramas, Independent Movies"
3535,Movie,Mona Lisa Smile,United States,1/1/2019,2003.0,PG-13,Dramas
3536,Movie,Donnie Brasco,United States,1/1/2020,1997.0,R,"Dramas, Thrillers"
3537,Movie,The Peacemaker,United States,1/1/2020,1997.0,R,Action & Adventure
3538,Movie,Battle Drone,United States,3/1/2018,2018.0,TV-MA,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
3539,Movie,The Knight Before Christmas,United States,11/21/2019,2019.0,TV-14,"Children & Family Movies, Comedies, Romantic Movies"
3540,Movie,20 Feet From Stardom,United States,9/22/2018,2013.0,PG-13,"Documentaries, Music & Musicals"
3541,Movie,They’ll Love Me When I’m Dead,United States,11/2/2018,2018.0,TV-MA,Documentaries
3542,Movie,One Direction: This Is Us,United States,10/1/2019,2013.0,PG,"Documentaries, Music & Musicals"
3543,Movie,Voyeur,United States,12/1/2017,2017.0,TV-MA,Documentaries
3544,Movie,After Maria,United States,5/24/2019,2019.0,TV-PG,Documentaries
3545,Movie,Always Be My Maybe,United States,5/31/2019,2019.0,PG-13,"Comedies, Romantic Movies"
3546,Movie,Something's Gotta Give,United States,8/1/2019,2003.0,PG-13,"Comedies, Romantic Movies"
3547,Movie,Roll Red Roll,United States,8/8/2019,2018.0,TV-MA,Documentaries
3548,Movie,Gringo: The Dangerous Life of John McAfee,United States,4/1/2018,2016.0,TV-MA,Documentaries
3549,Movie,Natalia Valdebenito: Gritona,United States,11/10/2017,2017.0,TV-MA,Stand-Up Comedy
3550,Movie,The 24 Hour War,United States,11/15/2019,2016.0,TV-14,"Documentaries, Sports Movies"
3551,Movie,Shelby American,United States,11/22/2019,2019.0,TV-14,"Documentaries, Sports Movies"
3552,Movie,Seth Meyers: Lobby Baby,United States,11/5/2019,2019.0,TV-MA,Stand-Up Comedy
3553,Movie,"The Goods: Live Hard, Sell Hard",United States,11/20/2019,2009.0,R,Comedies
3554,Movie,Limitless,United States,5/16/2019,2011.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers"
3555,Movie,The Brave One,United States,11/1/2019,2007.0,R,"Dramas, Thrillers"
3556,Movie,Center Stage,United States,1/1/2020,2000.0,PG-13,Dramas
3557,Movie,Rebel Without a Cause,United States,11/1/2019,1955.0,PG-13,"Classic Movies, Dramas"
3558,Movie,Get Him to the Greek,United States,1/16/2020,2010.0,R,"Comedies, Music & Musicals"
3559,Movie,Nikki Glaser: Bangin’,United States,10/1/2019,2019.0,TV-MA,Stand-Up Comedy
3560,Movie,My Sister's Keeper,United States,9/1/2019,2009.0,PG-13,Dramas
3561,Movie,American Masters: Ted Williams,United States,4/1/2019,2018.0,TV-MA,"Documentaries, Sports Movies"
3562,Movie,Clarence Clemons: Who Do I Think I Am?,United States,11/14/2019,2019.0,TV-MA,"Documentaries, Music & Musicals"
3563,Movie,Truth or Dare,United States,10/3/2018,2017.0,TV-MA,Horror Movies
3564,Movie,Drive,United States,11/16/2019,2011.0,R,"Action & Adventure, Dramas, Independent Movies"
3565,Movie,A Perfect Ending,United States,1/1/2019,2012.0,TV-MA,"Dramas, Independent Movies, LGBTQ Movies"
3566,Movie,The Land of Steady Habits,United States,9/14/2018,2018.0,TV-MA,"Comedies, Dramas, Independent Movies"
3567,Movie,The Meyerowitz Stories (New and Selected),United States,10/13/2017,2017.0,TV-MA,"Comedies, Dramas, Independent Movies"
3568,Movie,While We're Young,United States,10/23/2017,2015.0,R,"Comedies, Dramas, Independent Movies"
3569,Movie,The Squid and the Whale,United States,10/1/2019,2005.0,R,"Comedies, Dramas, Independent Movies"
3570,Movie,Kicking and Screaming,United States,11/4/2019,1995.0,R,"Comedies, Independent Movies, Romantic Movies"
3571,Movie,De Palma,United States,11/21/2018,2015.0,R,Documentaries
3572,Movie,One More Shot,United States,1/15/2018,2017.0,TV-MA,Documentaries
3573,Movie,Smart People,United States,7/12/2019,2008.0,R,"Comedies, Dramas, Independent Movies"
3574,Movie,NOVA: The Impossible Flight,United States,7/1/2019,2018.0,TV-PG,Documentaries
3575,Movie,Mr. Roosevelt,United States,12/26/2017,2017.0,R,"Comedies, Independent Movies"
3576,Movie,Julie & Julia,United States,1/1/2020,2009.0,PG-13,"Comedies, Dramas"
3577,Movie,The Cincinnati Kid,United States,11/1/2019,1965.0,TV-14,"Classic Movies, Dramas"
3578,Movie,Jezebel,United States,1/16/2020,2019.0,TV-MA,"Dramas, Independent Movies"
3579,Movie,Tall Girl,United States,9/13/2019,2019.0,TV-PG,"Children & Family Movies, Comedies, Romantic Movies"
3580,Movie,A.X.L.,United States,3/20/2019,2018.0,PG,"Action & Adventure, Children & Family Movies, Independent Movies"
3581,Movie,World Trade Center,United States,11/20/2019,2006.0,PG-13,"Action & Adventure, Dramas"
3582,Movie,NOVA: Killer Hurricanes,United States,7/1/2019,2017.0,TV-PG,Documentaries
3583,Movie,NOVA: Killer Volcanoes,United States,7/1/2019,2017.0,TV-PG,Documentaries
3584,Movie,Dude,United States,4/20/2018,2018.0,TV-MA,"Comedies, Dramas, Independent Movies"
3585,Movie,First Match,United States,3/30/2018,2018.0,TV-MA,"Dramas, Independent Movies, Sports Movies"
3586,Movie,Paranormal Activity,United States,1/1/2020,2007.0,R,"Horror Movies, Thrillers"
3587,Movie,The Stranger,United States,7/19/2018,1946.0,TV-PG,"Classic Movies, Dramas, Thrillers"
3588,Movie,Mercy Black,United States,3/31/2019,2019.0,TV-14,Horror Movies
3589,Movie,The Adderall Diaries,United States,7/15/2018,2015.0,R,"Dramas, Thrillers"
3590,Movie,Take Me,United States,7/7/2017,2017.0,TV-MA,"Comedies, Independent Movies"
3591,Movie,Creep 2,United States,12/23/2017,2017.0,TV-MA,"Horror Movies, Independent Movies, Thrillers"
3592,Movie,Dragonheart: Battle for the Heartfire,United States,6/13/2017,2017.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3593,Movie,Unaccompanied Minors,United States,10/1/2019,2006.0,PG,"Children & Family Movies, Comedies"
3594,Movie,Kevin James: Sweat the Small Stuff,United States,2/20/2019,2001.0,TV-PG,Stand-Up Comedy
3595,Movie,Annabelle Hooper and the Ghosts of Nantucket,United States,8/1/2017,2016.0,TV-PG,Children & Family Movies
3596,Movie,The Good Catholic,United States,1/24/2018,2017.0,PG-13,"Comedies, Dramas, Romantic Movies"
3597,Movie,Magnolia,United States,1/1/2020,1999.0,R,"Dramas, Independent Movies"
3598,Movie,The Master,United States,1/14/2020,2012.0,R,"Dramas, Independent Movies"
3599,Movie,Cirque du Freak: The Vampire's Assistant,United States,4/16/2018,2009.0,PG-13,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
3600,Movie,NOVA: Holocaust Escape Tunnel,United States,7/1/2019,2017.0,TV-14,Documentaries
3601,Movie,An Interview with God,United States,3/1/2019,2018.0,TV-PG,"Dramas, Faith & Spirituality"
3602,Movie,Vantage Point,United States,11/1/2019,2008.0,PG-13,Action & Adventure
3603,Movie,The Space Between Us,United States,6/1/2019,2016.0,PG-13,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy"
3604,Movie,Kingpin,United States,1/1/2020,1996.0,PG-13,"Comedies, Cult Movies, Sports Movies"
3605,Movie,Movie 43,United States,4/9/2019,2013.0,R,Comedies
3606,Movie,NOVA: Extreme Animal Weapons,United States,7/1/2019,2017.0,TV-PG,Documentaries
3607,Movie,Zoom,United States,1/11/2020,2006.0,PG,"Children & Family Movies, Comedies"
3608,Movie,Radio Rebel,United States,3/1/2019,2012.0,TV-G,"Children & Family Movies, Comedies"
3609,Movie,The Outcasts,United States,8/14/2017,2017.0,PG-13,Comedies
3610,Movie,Then Came You,United States,6/1/2019,2019.0,TV-14,"Comedies, Dramas, Independent Movies"
3611,TV Show,Origins Collection,United States,7/20/2018,2018.0,TV-PG,Docuseries
3612,Movie,The Force,United States,1/29/2018,2017.0,TV-MA,Documentaries
3613,Movie,Now More Than Ever: The History of Chicago,United States,1/1/2018,2016.0,TV-MA,"Documentaries, Music & Musicals"
3614,Movie,Spider-Man: Into the Spider-Verse,United States,6/26/2019,2018.0,PG,"Action & Adventure, Comedies"
3615,Movie,Get Smart,United States,4/1/2019,2008.0,PG-13,"Action & Adventure, Comedies"
3616,Movie,Anger Management,United States,11/1/2019,2003.0,PG-13,Comedies
3617,Movie,Feel Rich,United States,8/23/2017,2017.0,TV-MA,Documentaries
3618,Movie,The Legend of 420,United States,12/1/2017,2017.0,TV-MA,Documentaries
3619,Movie,Secret Obsession,United States,7/18/2019,2019.0,TV-14,Thrillers
3620,Movie,NOVA: Secrets of the Shining Knight,United States,7/1/2019,2017.0,TV-PG,Documentaries
3621,Movie,Ant-Man and the Wasp,United States,1/29/2019,2018.0,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
3622,Movie,The Break-Up,United States,7/16/2019,2006.0,PG-13,"Comedies, Dramas, Romantic Movies"
3623,Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,United States,6/11/2019,2018.0,PG,"Children & Family Movies, Comedies"
3624,Movie,Junebug,United States,3/1/2019,2005.0,R,"Comedies, Dramas, Independent Movies"
3625,Movie,An American Tail: Fievel Goes West,United States,4/1/2018,1991.0,G,Children & Family Movies
3626,TV Show,Supernatural,United States,5/3/2019,2019.0,TV-14,"Classic & Cult TV, TV Action & Adventure, TV Horror"
3627,Movie,Balto 2: Wolf Quest,United States,4/1/2018,2001.0,G,Children & Family Movies
3628,Movie,Balto 3: Wings of Change,United States,4/1/2018,2004.0,G,Children & Family Movies
3629,Movie,Dolphin Kick,United States,6/5/2019,2019.0,TV-PG,Children & Family Movies
3630,Movie,The Bleeder,United States,3/29/2019,2016.0,R,"Dramas, Sports Movies"
3631,Movie,The Saint,United States,9/1/2019,1997.0,PG-13,"Action & Adventure, Romantic Movies"
3632,Movie,Patriot Games,United States,1/1/2020,1992.0,R,Action & Adventure
3633,Movie,Sliver,United States,1/1/2020,1993.0,R,Thrillers
3634,Movie,Burning Cane,United States,11/6/2019,2019.0,TV-MA,Dramas
3635,Movie,True to the Game,United States,3/1/2018,2017.0,R,Dramas
3636,Movie,The Hateful Eight,United States,10/25/2017,2015.0,R,"Action & Adventure, Thrillers"
3637,Movie,Pulp Fiction,United States,1/1/2019,1994.0,R,"Classic Movies, Cult Movies, Dramas"
3638,TV Show,The Hateful Eight: Extended Version,United States,4/25/2019,2015.0,R,TV Shows
3639,Movie,Jackie Brown,United States,8/1/2019,1997.0,R,"Dramas, Thrillers"
3640,Movie,Kill Bill: Vol. 2,United States,1/1/2020,2004.0,R,Action & Adventure
3641,Movie,He's Out There,United States,1/12/2019,2018.0,R,"Horror Movies, Thrillers"
3642,Movie,Knock Down The House,United States,5/1/2019,2019.0,PG,Documentaries
3643,Movie,"Yours, Mine and Ours",United States,11/20/2019,2005.0,PG,"Children & Family Movies, Comedies"
3644,Movie,Grease,United States,11/1/2019,1978.0,PG,"Classic Movies, Comedies, Music & Musicals"
3645,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,United States,9/14/2019,2019.0,TV-PG,"Documentaries, International Movies"
3646,Movie,Quincy,United States,9/21/2018,2018.0,TV-MA,"Documentaries, Music & Musicals"
3647,Movie,Period. End of Sentence.,United States,2/12/2019,2018.0,TV-PG,Documentaries
3648,Movie,Shopkins: Chef Club,United States,11/15/2018,2016.0,TV-Y,Movies
3649,Movie,1st Summoning,United States,7/26/2019,2018.0,TV-MA,"Horror Movies, Independent Movies"
3650,Movie,The Black Godfather,United States,6/7/2019,2019.0,TV-MA,"Documentaries, Music & Musicals"
3651,Movie,Residente,United States,1/1/2018,2017.0,TV-MA,"Documentaries, Music & Musicals"
3652,Movie,John Mulaney & The Sack Lunch Bunch,United States,12/24/2019,2019.0,TV-PG,"Children & Family Movies, Comedies"
3653,Movie,Star Wars: Episode VIII: The Last Jedi,United States,6/26/2018,2017.0,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
3654,Movie,Brick,United States,9/1/2018,2005.0,R,"Independent Movies, Thrillers"
3655,Movie,Shot Caller,United States,11/24/2019,2017.0,R,"Dramas, Thrillers"
3656,Movie,Cat on a Hot Tin Roof,United States,11/1/2019,1958.0,NR,"Classic Movies, Dramas"
3657,Movie,R.L. Stine's Mostly Ghostly,United States,8/1/2018,2008.0,PG,"Children & Family Movies, Comedies"
3658,Movie,Little Monsters,United States,7/1/2019,1989.0,PG,"Children & Family Movies, Comedies"
3659,Movie,The Box,United States,6/1/2019,2009.0,PG-13,"Sci-Fi & Fantasy, Thrillers"
3660,Movie,P.S. I Love You,United States,4/1/2019,2007.0,PG-13,"Dramas, Romantic Movies"
3661,Movie,5 Flights Up,United States,3/17/2019,2014.0,PG-13,"Comedies, Dramas, Independent Movies"
3662,Movie,For the Birds,United States,9/1/2019,2018.0,TV-MA,Documentaries
3663,Movie,Alpha and Omega 2: A Howl-iday Adventure,United States,10/1/2019,2013.0,TV-G,Children & Family Movies
3664,Movie,The Perfection,United States,5/24/2019,2019.0,TV-MA,"Horror Movies, LGBTQ Movies, Thrillers"
3665,Movie,Lego DC Comics: Batman Be-Leaguered,United States,2/1/2019,2014.0,TV-Y7,Movies
3666,Movie,The Invention of Lying,United States,1/1/2020,2009.0,PG-13,"Comedies, Romantic Movies"
3667,Movie,Sebastian Maniscalco: Stay Hungry,United States,1/15/2019,2019.0,TV-MA,Stand-Up Comedy
3668,Movie,Our Souls at Night,United States,9/29/2017,2017.0,TV-14,"Dramas, Romantic Movies"
3669,Movie,The Hurricane Heist,United States,9/26/2018,2018.0,PG-13,Action & Adventure
3670,Movie,XXx,United States,1/1/2019,2002.0,PG-13,"Action & Adventure, Sports Movies"
3671,Movie,Dragonheart,United States,1/1/2020,1996.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3672,Movie,End Game,United States,5/4/2018,2018.0,TV-PG,Documentaries
3673,Movie,Stuart Little 2,United States,1/1/2020,2002.0,PG,"Children & Family Movies, Comedies"
3674,Movie,The Bucket List,United States,10/1/2019,2007.0,PG-13,"Comedies, Dramas"
3675,TV Show,Riverdale,United States,5/23/2019,2019.0,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries"
3676,TV Show,DC's Legends of Tomorrow,United States,5/28/2019,2018.0,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy"
3677,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,United States,8/6/2017,2015.0,TV-Y7,Children & Family Movies
3678,Movie,The Last Whistle,United States,10/26/2019,2019.0,PG,"Dramas, Sports Movies"
3679,Movie,Tom Papa Live in New York City,United States,12/31/2018,2011.0,TV-14,Stand-Up Comedy
3680,Movie,Jeff Dunham: All Over the Map,United States,11/16/2019,2014.0,TV-14,Stand-Up Comedy
3681,Movie,A Family Reunion Christmas,United States,12/9/2019,2019.0,TV-PG,Movies
3682,Movie,Bring It On: Worldwide Showdown,United States,8/29/2017,2017.0,PG-13,Comedies
3683,Movie,The Longest Yard,United States,11/20/2019,1974.0,R,"Classic Movies, Comedies, Sports Movies"
3684,Movie,Popeye,United States,11/24/2019,1980.0,PG,"Action & Adventure, Children & Family Movies, Comedies"
3685,Movie,The Dukes of Hazzard: The Beginning,United States,1/1/2020,2007.0,R,"Action & Adventure, Comedies"
3686,TV Show,The Confession Killer,United States,12/6/2019,2019.0,TV-14,"Crime TV Shows, Docuseries"
3687,Movie,The Ugly Truth,United States,4/25/2019,2009.0,R,"Comedies, Romantic Movies"
3688,Movie,21.0,United States,1/1/2020,2008.0,PG-13,Dramas
3689,Movie,Spy Kids: All the Time in the World,United States,2/19/2019,2011.0,PG,"Children & Family Movies, Comedies"
3690,Movie,Spy Kids 2: The Island of Lost Dreams,United States,3/8/2019,2002.0,PG,"Children & Family Movies, Comedies"
3691,Movie,Spy Kids,United States,4/1/2019,2001.0,PG,"Children & Family Movies, Comedies"
3692,Movie,Spy Kids 3: Game Over,United States,4/1/2019,2003.0,PG,"Children & Family Movies, Comedies"
3693,Movie,The Adventures of Sharkboy and Lavagirl,United States,12/1/2019,2005.0,PG,Children & Family Movies
3694,Movie,Sin City,United States,10/1/2019,2005.0,R,Action & Adventure
3695,Movie,The Time Traveler's Wife,United States,10/1/2019,2009.0,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
3696,Movie,The Week Of,United States,4/27/2018,2018.0,TV-14,Comedies
3697,Movie,Puppy Star Christmas,United States,11/20/2018,2018.0,PG,"Children & Family Movies, Comedies"
3698,Movie,What Lies Beneath,United States,1/1/2020,2000.0,PG-13,"Horror Movies, Thrillers"
3699,Movie,Seeing Allred,United States,2/9/2018,2018.0,TV-14,Documentaries
3700,Movie,Wakefield,United States,3/2/2019,2016.0,R,Dramas
3701,Movie,The Jane Austen Book Club,United States,3/8/2019,2007.0,PG-13,"Comedies, Dramas, Romantic Movies"
3702,Movie,Here Alone,United States,7/1/2017,2016.0,TV-MA,Horror Movies
3703,Movie,Open Season,United States,9/1/2019,2006.0,PG,"Children & Family Movies, Comedies"
3704,Movie,Dante's Peak,United States,9/1/2019,1997.0,PG-13,Action & Adventure
3705,Movie,Falling Inn Love,United States,8/29/2019,2019.0,TV-PG,"Comedies, Romantic Movies"
3706,Movie,The Black Room,United States,8/7/2017,2016.0,TV-MA,Horror Movies
3707,Movie,A Glimpse Inside the Mind of Charles Swan III,United States,7/15/2018,2012.0,R,"Comedies, Independent Movies"
3708,Movie,Rosemary's Baby,United States,11/1/2019,1968.0,R,"Classic Movies, Horror Movies, Thrillers"
3709,Movie,The Princess and the Frog,United States,7/16/2019,2009.0,G,Children & Family Movies
